OriginalPolyline,EdgeIds
"[[-8.682102, 41.177088], [-8.682093, 41.177097], [-8.682084, 41.177088], [-8.682084, 41.177079], [-8.681688000000001, 41.177106], [-8.681616000000002, 41.177115], [-8.681634, 41.177106], [-8.681634, 41.17712399999999]]","[167771, 167771, 167771, 167771, 167773, 167773, 167773, 167773]"
"[[-8.612613, 41.145966], [-8.61255, 41.145957], [-8.612181, 41.145948000000004], [-8.611254, 41.146245], [-8.611011, 41.147442000000005], [-8.611029, 41.147649], [-8.610966, 41.147757000000006], [-8.610570000000001, 41.148962999999995], [-8.610218999999999, 41.150681999999996], [-8.610111, 41.150772], [-8.610074999999998, 41.150772], [-8.610002999999999, 41.150772], [-8.609625, 41.151141], [-8.609931, 41.15229299999999], [-8.60994, 41.15384100000001], [-8.609985, 41.153913], [-8.610021, 41.153859000000004], [-8.610057, 41.153859000000004], [-8.610084, 41.153895]]","[729, 729, 111185, 156908, 165454, 165454, 165454, 164864, 165451, 165451, 165451, 92734, 165453, 107137, 95408, 95408, 165815, 165815, 165815]"
"[[-8.612352, 41.147982000000006], [-8.621504999999999, 41.147514], [-8.624376, 41.148297], [-8.625069, 41.148603], [-8.625555000000002, 41.14901700000001], [-8.625897, 41.151069], [-8.626212, 41.152635000000004], [-8.627733, 41.152446]]","[118404, 127638, 78733, 82602, 4371, 147624, 93951, 92887]"
"[[-8.612352, 41.147964], [-8.612352, 41.147964], [-8.612748, 41.148045], [-8.620794, 41.147406], [-8.623925999999999, 41.148072], [-8.625770999999999, 41.149746], [-8.626014, 41.151636], [-8.626095, 41.152401], [-8.62794, 41.152482], [-8.63091, 41.15266200000001], [-8.633421, 41.152644], [-8.636445, 41.1525]]","[118404, 118404, 118404, 127638, 78731, 4371, 147624, 93951, 92887, 92846, 52861, 178948]"
"[[-8.616060000000001, 41.147892000000006], [-8.616033000000002, 41.147784], [-8.616159, 41.147180999999996], [-8.617275000000001, 41.147208], [-8.617526999999999, 41.147180999999996], [-8.617923, 41.147324999999995], [-8.618499, 41.148018], [-8.619786, 41.147829], [-8.621028, 41.147433], [-8.623313999999999, 41.14797299999999], [-8.62542, 41.148747], [-8.625897, 41.150529], [-8.625987, 41.152023], [-8.626185, 41.152563], [-8.628281999999999, 41.152446], [-8.631234, 41.152608], [-8.632899000000002, 41.151762], [-8.635508999999999, 41.15110500000001], [-8.638569, 41.151204], [-8.640486000000001, 41.151384], [-8.642214, 41.151698999999994], [-8.643977999999999, 41.152932], [-8.645544000000001, 41.155965], [-8.647614, 41.158962], [-8.649261000000001, 41.161842], [-8.647497, 41.164317000000004], [-8.644797, 41.165424], [-8.642214, 41.16679200000001], [-8.640657000000001, 41.16729599999999], [-8.641818, 41.167071], [-8.643951, 41.168745], [-8.647344, 41.171436], [-8.651349, 41.174685000000004], [-8.654859, 41.177519999999994], [-8.658558, 41.180553]]","[53, 53, 94828, 166819, 103708, 2634, 98393, 1714, 127638, 78731, 82604, 4373, 147623, 93951, 92888, 147607, 52858, 52860, 20185, 20186, 16177, 139854, 16178, 520, 143152, 147349, 147339, 159825, 3, 2, 142893, 129756, 129756, 159827, 165075]"
"[[-8.686818, 41.174009999999996], [-8.686935000000002, 41.175648], [-8.687016, 41.176700999999994], [-8.685783, 41.176836], [-8.683893, 41.17698000000001], [-8.683110000000001, 41.177043000000005], [-8.682858000000001, 41.177097], [-8.682561, 41.177097], [-8.682525, 41.177088], [-8.682516000000001, 41.177097], [-8.682507, 41.177079], [-8.682525, 41.17707], [-8.682525, 41.177051999999996], [-8.682534, 41.177034], [-8.682534, 41.177043000000005], [-8.682507, 41.177061], [-8.682435, 41.177025], [-8.682417, 41.177025], [-8.682408, 41.177006999999996], [-8.682417, 41.176998000000005], [-8.682417, 41.177016], [-8.682426000000001, 41.177016], [-8.682426000000001, 41.177025], [-8.682408, 41.177043000000005], [-8.682399, 41.177051999999996], [-8.682399, 41.177079], [-8.68239, 41.177061], [-8.682381000000001, 41.177016], [-8.682372, 41.176989], [-8.682381000000001, 41.177006999999996], [-8.682381000000001, 41.177006999999996], [-8.682399, 41.177025], [-8.682417, 41.177097], [-8.682426000000001, 41.177115], [-8.682408, 41.17707], [-8.682408, 41.177079], [-8.682408, 41.177088], [-8.682399, 41.177088], [-8.68239, 41.17707], [-8.682372, 41.177051999999996], [-8.682362999999999, 41.177016], [-8.682362999999999, 41.176989], [-8.682362999999999, 41.177025], [-8.682372, 41.177061], [-8.682381000000001, 41.17707], [-8.682372, 41.17707], [-8.682362999999999, 41.177051999999996], [-8.682272999999999, 41.177088], [-8.681688000000001, 41.177133000000005], [-8.681319, 41.177133000000005], [-8.681166000000001, 41.176809], [-8.681166000000001, 41.176728000000004], [-8.681103, 41.176278], [-8.680950000000001, 41.175045000000004], [-8.680788, 41.173353000000006], [-8.680869000000001, 41.172489], [-8.680869000000001, 41.172498000000004], [-8.680878, 41.172498000000004], [-8.681004, 41.17230000000001], [-8.679950999999999, 41.17167], [-8.677386, 41.171661], [-8.674686, 41.172453000000004], [-8.673732, 41.172507], [-8.672427, 41.171616], [-8.671203, 41.170851], [-8.671203, 41.170833], [-8.67069, 41.170356], [-8.6697, 41.169573], [-8.668503, 41.168808000000006], [-8.667711, 41.168097], [-8.666388, 41.1669]]","[2520, 81490, 167767, 167768, 167770, 167771, 167771, 167771, 167771, 167771, 167771, 167771, 167771, 167771, 167771, 167771, 167771, 167771, 167771, 167771, 167771, 167771, 167771, 167771, 167771, 167771, 167771, 167771, 167771, 167771, 167771, 167771, 167771, 167771, 167771, 167771, 167771, 167771, 167771, 167771, 167771, 167771, 167771, 167771, 167771, 167771, 167771, 167771, 167773, 167773, 2499, 2499, 2500, 2503, 2508, 177084, 177084, 177084, 28930, 96366, 96368, 159156, 85164, 85155, 85142, 85142, 177415, 113321, 113322, 143111, 113325]"
"[[-8.606385, 41.146884], [-8.607681000000001, 41.14728], [-8.608212, 41.147307], [-8.609823, 41.147631], [-8.610642000000002, 41.147865], [-8.611056, 41.147829], [-8.611965, 41.147703], [-8.622225, 41.147658], [-8.622864, 41.147811000000004], [-8.625042, 41.148531], [-8.625807, 41.150052], [-8.626176000000001, 41.15241], [-8.628273, 41.152383], [-8.631963, 41.15266200000001], [-8.635364999999998, 41.152401], [-8.638416, 41.153004], [-8.6409, 41.153625], [-8.643825, 41.154498000000004], [-8.647344, 41.15423700000001], [-8.650160999999999, 41.154030000000006], [-8.652168000000001, 41.152329], [-8.655723, 41.151888]]","[66997, 165306, 165308, 87913, 87915, 94240, 3619, 135189, 78731, 82602, 4371, 93951, 92888, 92860, 52870, 52873, 96341, 96357, 82621, 93989, 82591, 82594]"
"[[-8.612334, 41.148108], [-8.61282, 41.148126]]","[94246, 1716]"
"[[-8.648919, 41.174424], [-8.648937, 41.174442000000006], [-8.648892, 41.174451000000005], [-8.648874000000001, 41.174478], [-8.648613000000001, 41.174262], [-8.647110000000001, 41.17302], [-8.645139, 41.171409000000004], [-8.643879, 41.169933], [-8.645751, 41.168403000000005], [-8.648073000000002, 41.168556], [-8.64963, 41.167908000000004], [-8.649549, 41.16734100000001], [-8.64891, 41.166126000000006], [-8.64513, 41.165505], [-8.642925, 41.165136000000004], [-8.641818, 41.164947000000005], [-8.638515, 41.16456900000001], [-8.636697, 41.164371], [-8.634924000000002, 41.163795], [-8.632836, 41.162391], [-8.632521, 41.162004], [-8.630973, 41.160042000000004], [-8.630001, 41.158584000000005], [-8.630298, 41.158143], [-8.629578, 41.157018], [-8.628048, 41.157414], [-8.626095, 41.157279], [-8.624997, 41.157143999999995], [-8.624898, 41.157054], [-8.625195, 41.155632000000004], [-8.623188, 41.155713], [-8.621037, 41.155722000000004], [-8.618454, 41.155136999999996], [-8.614953, 41.15454300000001], [-8.613495, 41.15429099999999], [-8.613486, 41.154273], [-8.613342, 41.15385], [-8.613333, 41.153814], [-8.612928, 41.153652], [-8.610723, 41.15349], [-8.610111, 41.153445], [-8.610021, 41.152059], [-8.610039, 41.151987], [-8.61003, 41.151933], [-8.610201, 41.151698999999994], [-8.611029, 41.15016], [-8.610849, 41.14924200000001], [-8.61075, 41.149215000000005], [-8.610759000000002, 41.149215000000005], [-8.609868, 41.149134000000004], [-8.608086, 41.14881], [-8.607969, 41.148872999999995], [-8.606484, 41.148405000000004], [-8.606142, 41.148270000000004], [-8.604045, 41.147721000000004], [-8.602263, 41.147271], [-8.602227000000001, 41.14724400000001], [-8.6022, 41.147234999999995], [-8.60202, 41.148117000000006], [-8.602209, 41.150718000000005], [-8.602461000000002, 41.153777999999996], [-8.602335, 41.156324999999995], [-8.601471, 41.158422]]","[150670, 150670, 150670, 150670, 150671, 175300, 150677, 150680, 141388, 4593, 8089, 97042, 4693, 4691, 97045, 97046, 139329, 371, 139610, 143154, 93983, 165210, 164854, 156895, 156894, 156897, 155437, 685, 3298, 3659, 3291, 168497, 44, 44, 45, 45, 164863, 164863, 149779, 175189, 93364, 156907, 82586, 82586, 731, 15211, 31353, 31353, 31353, 97065, 168109, 168109, 127484, 92735, 92736, 92738, 92738, 92738, 752, 83, 102185, 142866, 142869]"
"[[-8.604126, 41.161221000000005], [-8.604027, 41.161608], [-8.605440000000002, 41.161913999999996], [-8.607996, 41.162328], [-8.609373000000001, 41.162121], [-8.609553, 41.161626], [-8.609868, 41.160672000000005], [-8.60994, 41.160573], [-8.60994, 41.160465], [-8.61003, 41.158953000000004], [-8.610002999999999, 41.157639], [-8.609976000000001, 41.157441], [-8.610002999999999, 41.157333], [-8.610039, 41.15583], [-8.610074999999998, 41.154192], [-8.609957999999999, 41.152707], [-8.610417, 41.151267], [-8.611047000000001, 41.150124], [-8.611065, 41.14881], [-8.611029, 41.148081]]","[165080, 165080, 142890, 142891, 3463, 3463, 142855, 142855, 142855, 3685, 3686, 3687, 3687, 3688, 165815, 107137, 107107, 15211, 166811, 164861]"
"[[-8.612271, 41.148108], [-8.612892, 41.148243], [-8.613666, 41.14834200000001], [-8.614233, 41.147946000000005], [-8.614161, 41.14777500000001], [-8.613809999999999, 41.14764], [-8.613522, 41.147549999999995], [-8.613333, 41.14602], [-8.61354, 41.145993], [-8.613603000000001, 41.145957], [-8.613594, 41.145858000000004], [-8.612559, 41.145966], [-8.61246, 41.145948000000004], [-8.612451, 41.145939], [-8.612397, 41.145948000000004], [-8.611082999999999, 41.146173000000005], [-8.610948, 41.14538100000001]]","[94246, 94244, 47365, 89764, 89764, 94241, 94242, 729, 6460, 6460, 791, 729, 729, 729, 729, 141370, 164036]"
"[[-8.610921, 41.14944], [-8.610957, 41.149296], [-8.610543, 41.149152], [-8.61075, 41.149026000000006], [-8.610795, 41.148962999999995], [-8.609283000000001, 41.149035], [-8.608023, 41.148711000000006], [-8.607887999999999, 41.148756], [-8.606546999999999, 41.148351000000005], [-8.604486000000001, 41.147784], [-8.60247, 41.147289], [-8.602137, 41.147180999999996]]","[78729, 31353, 164864, 164864, 164864, 31354, 168109, 168109, 127484, 92736, 92738, 95957]"
"[[-8.612559, 41.145948000000004], [-8.611578, 41.146065], [-8.611155, 41.14670399999999], [-8.611146000000002, 41.146749], [-8.611082999999999, 41.146785], [-8.610984, 41.147757000000006], [-8.610588, 41.14908], [-8.610345, 41.150439000000006]]","[729, 156909, 135194, 135194, 135194, 165454, 164864, 15209]"
"[[-8.609409, 41.177367], [-8.608455, 41.177097], [-8.607285000000001, 41.177493000000005], [-8.605971, 41.178222], [-8.60409, 41.176836], [-8.602677, 41.176728000000004]]","[5098, 103277, 163850, 141410, 141411, 3921]"
"[[-8.614692000000002, 41.145830999999994], [-8.613936, 41.146011], [-8.612631, 41.146083], [-8.612451, 41.145993], [-8.612442, 41.145984], [-8.61219, 41.146029000000006], [-8.610939, 41.146011], [-8.610957, 41.145363], [-8.610921, 41.145165], [-8.610462, 41.143598999999995], [-8.608869, 41.143167], [-8.606421000000001, 41.142303000000005], [-8.604944999999999, 41.143815], [-8.603163, 41.143401], [-8.601921, 41.14218600000001], [-8.601417, 41.139585], [-8.601615, 41.137136999999996], [-8.602497, 41.134707], [-8.599905, 41.133051], [-8.597205, 41.131656], [-8.597493000000002, 41.13018], [-8.598096000000002, 41.128101]]","[166824, 722, 729, 729, 729, 3620, 93455, 164036, 119437, 119438, 64903, 93878, 147678, 741, 85269, 85269, 85247, 21302, 85241, 85244, 18902, 18903]"
"[[-8.687709, 41.176719], [-8.687223000000001, 41.1768], [-8.687394, 41.178050999999996]]","[167766, 81491, 81491]"
"[[-8.594216999999999, 41.157297], [-8.595513, 41.154939], [-8.595495000000001, 41.15457], [-8.595477, 41.15457], [-8.595504, 41.154489], [-8.59707, 41.153724], [-8.599257000000001, 41.153310000000005]]","[153282, 171600, 147652, 147652, 147652, 171126, 171128]"
"[[-8.648838, 41.174406], [-8.648603999999999, 41.174262], [-8.647641, 41.173452]]","[150670, 150671, 150672]"
"[[-8.614368, 41.148486000000005], [-8.614422, 41.148486000000005], [-8.614404, 41.148459], [-8.614377, 41.148459], [-8.614341000000001, 41.148441000000005], [-8.614458, 41.148045], [-8.614971, 41.147991], [-8.615664, 41.148117000000006], [-8.615124, 41.148945], [-8.614764000000001, 41.149944], [-8.614656, 41.151195], [-8.613927, 41.151779999999995], [-8.613738, 41.152319999999996], [-8.613594, 41.152779], [-8.613405, 41.153652], [-8.613288, 41.153715], [-8.61165, 41.153598], [-8.609175, 41.153544000000004], [-8.606898000000001, 41.153436], [-8.60652, 41.153427], [-8.606160000000001, 41.153157], [-8.606844, 41.152203], [-8.607177, 41.15106]]","[34, 34, 34, 34, 34, 87916, 89765, 89766, 3958, 33, 53297, 53302, 53302, 53302, 53303, 53303, 3613, 20220, 93394, 165086, 6185, 92918, 6200]"
"[[-8.612802, 41.14593], [-8.612793, 41.14593], [-8.612325, 41.146002], [-8.61129, 41.146308], [-8.611037999999999, 41.147577], [-8.611002000000001, 41.147721000000004], [-8.610993, 41.147811000000004], [-8.610516, 41.149179000000004], [-8.609985, 41.150799000000006], [-8.609868, 41.15196], [-8.610021, 41.15387700000001], [-8.609382, 41.155857000000005], [-8.608977, 41.157891000000006], [-8.607996, 41.159988]]","[729, 729, 729, 156908, 165454, 165454, 165454, 31353, 92734, 156907, 165815, 655, 6189, 6190]"
"[[-8.612217000000001, 41.147937], [-8.612298000000001, 41.147999999999996], [-8.612541, 41.14819800000001], [-8.612910000000001, 41.148306], [-8.612919, 41.148693], [-8.612856, 41.149539000000004], [-8.613315, 41.149818], [-8.614233, 41.149827], [-8.614323, 41.150853000000005], [-8.614044, 41.152104], [-8.613909000000001, 41.152806], [-8.613504, 41.153598], [-8.613279, 41.153769000000004], [-8.612037, 41.153949], [-8.611947, 41.155434], [-8.611497, 41.157018], [-8.60976, 41.157396], [-8.608824, 41.15802600000001], [-8.608212, 41.159231999999996], [-8.607645, 41.160348], [-8.606277, 41.16428100000001], [-8.606493, 41.166774000000004], [-8.606475, 41.168259], [-8.605575, 41.170041000000005], [-8.604819, 41.170977], [-8.60436, 41.172579000000006], [-8.605665, 41.173398000000006], [-8.605682999999999, 41.173443], [-8.604422999999999, 41.173649999999995], [-8.602065, 41.173749], [-8.600265000000002, 41.174289], [-8.59995, 41.175099], [-8.599707, 41.17698000000001]]","[118404, 1718, 94244, 94244, 15205, 15205, 32, 34, 53301, 53302, 46, 53303, 164863, 158681, 59, 93367, 142401, 6189, 6190, 23739, 93959, 101439, 101438, 153061, 153056, 615, 153052, 153052, 163779, 163781, 3860, 101023, 163733]"
"[[-8.644788, 41.176404], [-8.643321, 41.177358000000005], [-8.641566, 41.177547000000004], [-8.641161, 41.17610700000001], [-8.641926, 41.174937], [-8.641205999999999, 41.174091000000004], [-8.640350999999999, 41.173505999999996], [-8.639217, 41.171778], [-8.63748, 41.169789], [-8.636346, 41.168907], [-8.636355, 41.168916], [-8.636346, 41.168907], [-8.635076999999999, 41.168142], [-8.634312, 41.167062], [-8.632908, 41.166504], [-8.631963, 41.16492], [-8.631792, 41.164649999999995], [-8.633358, 41.163795], [-8.633034, 41.162634], [-8.631369000000001, 41.16061799999999], [-8.629973999999999, 41.15884500000001], [-8.630253, 41.15825100000001], [-8.629973999999999, 41.157189], [-8.62965, 41.15601], [-8.62884, 41.154705], [-8.627256000000001, 41.154579000000005], [-8.627013, 41.154588000000004], [-8.626977, 41.15457], [-8.626491, 41.153391000000006], [-8.626221000000001, 41.152635000000004], [-8.625942, 41.15078999999999], [-8.625573, 41.148891], [-8.625186000000001, 41.148459], [-8.623035, 41.147811000000004], [-8.622864, 41.147802], [-8.621424000000001, 41.147451000000004], [-8.620308, 41.146677000000004], [-8.619309, 41.146136999999996], [-8.617896, 41.146344], [-8.617419000000002, 41.145354000000005], [-8.616528, 41.14503], [-8.61543, 41.14575], [-8.615187, 41.14692899999999], [-8.615169, 41.14706399999999], [-8.615178000000002, 41.147082], [-8.61516, 41.14715400000001], [-8.615511000000001, 41.14728], [-8.615763, 41.147307], [-8.615862, 41.147316000000004], [-8.616662999999999, 41.147234999999995], [-8.61777, 41.146974], [-8.617752000000001, 41.14665000000001], [-8.61777, 41.146640999999995], [-8.61777, 41.146640999999995], [-8.617752000000001, 41.146550999999995], [-8.617509, 41.145642], [-8.617040999999999, 41.14484100000001], [-8.615798999999999, 41.145399], [-8.615223, 41.145642], [-8.614035, 41.145984], [-8.613396, 41.145876], [-8.61264, 41.145984], [-8.612568, 41.14591200000001], [-8.612468999999999, 41.14593], [-8.611298999999999, 41.146101], [-8.610984, 41.147226], [-8.610948, 41.147721000000004], [-8.610948, 41.147784], [-8.610588, 41.14897200000001], [-8.610218999999999, 41.150583], [-8.610066, 41.150799000000006]]","[92970, 92974, 87919, 103710, 103711, 103713, 4561, 160108, 95101, 85218, 85218, 85218, 3435, 3436, 85205, 85209, 85209, 20156, 143154, 165210, 98152, 143155, 156894, 141423, 111182, 53283, 53283, 53283, 147622, 147626, 4373, 4371, 141422, 78731, 78731, 127638, 103709, 103824, 103824, 725, 93762, 166823, 166820, 166820, 166820, 94258, 97867, 94827, 94827, 103706, 11329, 11329, 11329, 11329, 11329, 725, 726, 93762, 166824, 722, 729, 729, 729, 729, 166817, 165454, 165454, 165454, 164864, 97071, 165451]"
"[[-8.612307, 41.147928], [-8.612298000000001, 41.147991], [-8.612892, 41.148278999999995], [-8.612775, 41.149566], [-8.614287000000001, 41.149827], [-8.614287000000001, 41.150754], [-8.613927, 41.151654], [-8.613765, 41.153076], [-8.613504, 41.153642999999995], [-8.611839, 41.15361600000001], [-8.608743, 41.153517], [-8.607438, 41.153436], [-8.606097, 41.15266200000001], [-8.606475, 41.151519], [-8.605917000000002, 41.151177000000004], [-8.604081, 41.151042], [-8.602515, 41.151095999999995], [-8.60247, 41.15106], [-8.602434, 41.151050999999995], [-8.601488999999999, 41.15106], [-8.600247, 41.151050999999995]]","[118404, 1718, 94244, 15205, 33, 53301, 53304, 53303, 53303, 3613, 6194, 93394, 6185, 165084, 71, 102180, 102179, 102179, 102179, 102183, 102182]"
"[[-8.612298000000001, 41.147946000000005], [-8.612334, 41.147937], [-8.612271, 41.147955], [-8.612253, 41.147991], [-8.612334, 41.147946000000005], [-8.621343, 41.147496000000004], [-8.623071000000001, 41.147865], [-8.62506, 41.148495000000004], [-8.625663, 41.149809000000005], [-8.625996, 41.151789], [-8.626023, 41.152004999999996], [-8.626185, 41.152563], [-8.627642999999999, 41.152464], [-8.630711999999999, 41.152590000000004], [-8.633016000000001, 41.15184300000001], [-8.635707, 41.151114], [-8.639217, 41.151258000000006], [-8.640422999999998, 41.151366], [-8.642007000000001, 41.151564]]","[118404, 118404, 118404, 1718, 118404, 127638, 78731, 141422, 4371, 147623, 147623, 93951, 92887, 92846, 52858, 666, 20185, 20186, 16177]"
"[[-8.609967000000001, 41.147667000000006], [-8.61003, 41.147703], [-8.610471, 41.147793], [-8.610714000000002, 41.147847], [-8.610858, 41.147918999999995], [-8.610579, 41.14897200000001], [-8.610516, 41.149035], [-8.610263999999999, 41.150259000000005], [-8.609517, 41.1516], [-8.609957999999999, 41.152860000000004], [-8.609741999999999, 41.15429099999999], [-8.609238, 41.156000999999996], [-8.609139, 41.157414], [-8.608464, 41.158926], [-8.607636000000001, 41.160672000000005], [-8.606285999999999, 41.163911999999996], [-8.606223, 41.165009999999995], [-8.606187, 41.165451]]","[87913, 87913, 87915, 87915, 164861, 164864, 164864, 15208, 6188, 107137, 175191, 3661, 6189, 6189, 23739, 93959, 93960, 3370]"
"[[-8.627697000000001, 41.175431999999994], [-8.627463, 41.174766], [-8.626617000000001, 41.173038], [-8.625924, 41.17051800000001], [-8.625546, 41.168808000000006], [-8.625285, 41.167629], [-8.625176999999999, 41.16734100000001], [-8.625141000000001, 41.16734100000001], [-8.625131999999999, 41.167269], [-8.624925000000001, 41.166207], [-8.624826, 41.164632], [-8.624403000000001, 41.163380999999994], [-8.622495, 41.162994000000005], [-8.620379999999999, 41.162769], [-8.617923, 41.162553], [-8.615574, 41.162292]]","[576, 579, 3850, 582, 165357, 6448, 6448, 6448, 6448, 101799, 6449, 142875, 142877, 142879, 142881, 142846]"
"[[-8.661942, 41.183703], [-8.661942, 41.18369400000001], [-8.661933000000001, 41.183649], [-8.66322, 41.18445], [-8.665785, 41.18657399999999], [-8.667468, 41.18957100000001], [-8.666028, 41.192667], [-8.663589, 41.196492000000006], [-8.659107, 41.199723], [-8.654210999999998, 41.202045000000005], [-8.650098000000002, 41.201586000000006], [-8.651025, 41.204088], [-8.651475, 41.208354], [-8.65305, 41.212692000000004], [-8.656038, 41.216849999999994], [-8.65989, 41.220881999999996], [-8.663706, 41.224959000000005], [-8.667665999999999, 41.228433], [-8.667171, 41.232015000000004], [-8.667477, 41.235255], [-8.668278, 41.237973], [-8.669547000000001, 41.238711], [-8.670429, 41.239098], [-8.67024, 41.237739000000005], [-8.669727, 41.23611], [-8.669043, 41.23508399999999], [-8.669205, 41.236208999999995], [-8.669312999999999, 41.236668]]","[80961, 80961, 145833, 168557, 2552, 16127, 155216, 155218, 155218, 155219, 1626, 1542, 20085, 80781, 19927, 149813, 150199, 1546, 19923, 129821, 81653, 81653, 161685, 129824, 129824, 28895, 83132, 131760]"
"[[-8.573454, 41.147199], [-8.573499000000002, 41.147262], [-8.573517, 41.147289], [-8.573526, 41.147298000000006], [-8.573526, 41.147307], [-8.573517, 41.147307], [-8.573517, 41.147307], [-8.573499000000002, 41.147289], [-8.57349, 41.14724400000001], [-8.573481000000001, 41.147234999999995], [-8.573409, 41.147046], [-8.573634, 41.146596], [-8.57376, 41.145822], [-8.574444, 41.145435000000006], [-8.575721999999999, 41.144913], [-8.576712, 41.144642999999995], [-8.576847, 41.144436], [-8.577081, 41.144498999999996], [-8.578062, 41.145471], [-8.57817, 41.145731999999995], [-8.578116, 41.145759000000005], [-8.578107, 41.145777], [-8.578107, 41.145786], [-8.578152, 41.145804000000005], [-8.578152, 41.145830999999994], [-8.57826, 41.145822], [-8.578818, 41.145984], [-8.580159, 41.14710900000001], [-8.578899, 41.149043999999996], [-8.579412, 41.151429], [-8.581995, 41.153679000000004], [-8.58303, 41.156972999999994], [-8.581671, 41.1606], [-8.581482, 41.163894], [-8.583768, 41.166549], [-8.587701, 41.16762], [-8.591022, 41.169519], [-8.594127, 41.171625000000006], [-8.594136, 41.17446900000001], [-8.593209, 41.177735999999996], [-8.592885, 41.181498000000005], [-8.59392, 41.185359], [-8.594613, 41.188995], [-8.592255, 41.1921], [-8.590023, 41.19521400000001], [-8.587746, 41.198192999999996], [-8.586072, 41.199057], [-8.589248999999999, 41.198319000000005], [-8.592957, 41.196960000000004], [-8.598258, 41.198157], [-8.603613, 41.199453], [-8.608671000000001, 41.200731000000005], [-8.613738, 41.201478]]","[64779, 64779, 64779, 144879, 144879, 64779, 64779, 64779, 64779, 64779, 152719, 139840, 152354, 139839, 105989, 98559, 98559, 98600, 117963, 117956, 117956, 117956, 117956, 117956, 117956, 117956, 1165, 442, 149574, 149723, 4109, 4061, 4062, 147477, 119605, 147194, 171495, 9, 5094, 122258, 122264, 95414, 122275, 122275, 26380, 122269, 1872, 1872, 155194, 138445, 150174, 1844, 65677]"
"[[-8.606402999999998, 41.144454], [-8.60643, 41.144544], [-8.60643, 41.14456200000001], [-8.60643, 41.144589], [-8.606402999999998, 41.144616000000006], [-8.606394, 41.144634], [-8.606402999999998, 41.144634], [-8.606412, 41.144642999999995], [-8.606412, 41.144616000000006], [-8.606916, 41.144805], [-8.607393, 41.145525], [-8.60706, 41.146182], [-8.60679, 41.146596], [-8.606853, 41.146785], [-8.606898000000001, 41.146803000000006], [-8.606934, 41.146874999999994], [-8.606889, 41.146902000000004], [-8.607267, 41.147118], [-8.608094999999999, 41.147271], [-8.608716, 41.147406], [-8.610399, 41.147721000000004], [-8.610768, 41.148441000000005], [-8.610453000000001, 41.14916100000001], [-8.610228000000001, 41.150366999999996], [-8.609472, 41.15147399999999], [-8.609976000000001, 41.152652999999994], [-8.609769, 41.154192], [-8.609301, 41.155794], [-8.609022000000001, 41.157693], [-8.608122, 41.159556], [-8.606826000000002, 41.16267], [-8.606376, 41.163957], [-8.606322, 41.164551], [-8.606439, 41.166207], [-8.60643, 41.16829500000001], [-8.605296000000001, 41.170230000000004], [-8.603154000000002, 41.17133700000001], [-8.599725, 41.171094000000004], [-8.596863, 41.171211], [-8.595180000000001, 41.172057], [-8.593812, 41.17511700000001], [-8.593128, 41.178429], [-8.593011, 41.182164], [-8.594172, 41.185944], [-8.594370000000001, 41.189651999999995], [-8.591949, 41.192658], [-8.589680999999999, 41.195565], [-8.587584, 41.198454000000005], [-8.586126, 41.198823000000004], [-8.58933, 41.19831], [-8.592336, 41.197068], [-8.596683, 41.197607999999995], [-8.601426, 41.19903], [-8.606556000000001, 41.200236000000004], [-8.611848, 41.201091000000005], [-8.616834, 41.202324000000004], [-8.621307, 41.20421400000001], [-8.625492000000001, 41.206050000000005], [-8.629785, 41.207274000000005], [-8.634375, 41.20680599999999], [-8.638875, 41.205473999999995], [-8.64324, 41.204277], [-8.647623000000001, 41.203314000000006], [-8.651196, 41.204331], [-8.651529000000002, 41.207733], [-8.652501, 41.211333], [-8.654184, 41.214807], [-8.65701, 41.217885], [-8.659934999999999, 41.220963000000005], [-8.66268, 41.22385200000001], [-8.665344000000001, 41.226687000000005], [-8.668008, 41.229135], [-8.667135, 41.23203300000001]]","[745, 745, 745, 745, 745, 745, 745, 745, 745, 756, 93457, 66996, 66996, 66996, 66996, 66996, 66996, 165306, 165307, 96686, 87914, 164861, 164864, 15209, 6188, 107137, 175191, 655, 6189, 6190, 177524, 93959, 93960, 177525, 93979, 153055, 147457, 147180, 118883, 3128, 5094, 122258, 122260, 95414, 122275, 122283, 26380, 1872, 1872, 1872, 122292, 138445, 18358, 150176, 65677, 150173, 20167, 62365, 20163, 20161, 20162, 150169, 150169, 15026, 150206, 150205, 19943, 20125, 149813, 1509, 129801, 1546, 19923]"
